BioProject,Title,Description,ReleaseDate,DataType,CenterName,Relevance,GEO,SubmissionID
PRJNA460133,Gene expression profiling of inbread Zea mays PHG50xB73_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984947
PRJNA460132,Gene expression profiling of inbread Zea mays PHG47xPH207_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984948
PRJNA460131,Gene expression profiling of inbread Zea mays PHG47xMo17_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984949
PRJNA460130,Gene expression profiling of inbread Zea mays PHG47xMo17_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984950
PRJNA460129,Gene expression profiling of inbread Zea mays PHG47xMo17_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984951
PRJNA460128,Gene expression profiling of inbread Zea mays PHG47xMo17_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984952
PRJNA460127,Gene expression profiling of inbread Zea mays PHG47xMo17_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984953
PRJNA460126,Gene expression profiling of inbread Zea mays PHG47xB73_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984954
PRJNA460125,Gene expression profiling of inbread Zea mays PHG47xB73_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984955
PRJNA460124,Gene expression profiling of inbread Zea mays PHG47xB73_L_T2 transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984956
PRJNA460123,Gene expression profiling of inbread Zea mays PHG47xB73_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984957
PRJNA460122,Gene expression profiling of inbread Zea mays PHG47xB73_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984958
PRJNA460121,Gene expression profiling of inbread Zea mays PHG47xB73_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984959
PRJNA460120,Gene expression profiling of inbread Zea mays PHG39xPH207_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984960
PRJNA460119,Gene expression profiling of inbread Zea mays PHG39xMo17_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984961
PRJNA460118,Gene expression profiling of inbread Zea mays PHG39xMo17_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984962
PRJNA460117,Gene expression profiling of inbread Zea mays PHG39xMo17_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984963
PRJNA460116,Gene expression profiling of inbread Zea mays PHG39xMo17_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984964
PRJNA460115,Gene expression profiling of inbread Zea mays PHG39xMo17_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984965
PRJNA460114,Gene expression profiling of inbread Zea mays PHG39xB73_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984966
PRJNA460113,Gene expression profiling of inbread Zea mays PHG39xB73_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984967
PRJNA460112,Gene expression profiling of inbread Zea mays PHG39xB73_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984968
PRJNA460111,Gene expression profiling of inbread Zea mays PHG39xB73_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984969
PRJNA460110,Gene expression profiling of inbread Zea mays PHG39xB73_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984970
PRJNA460109,Gene expression profiling of inbread Zea mays PHG35xPH207_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984971
PRJNA460108,Gene expression profiling of inbread Zea mays PHG35xMo17_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984972
PRJNA460107,Gene expression profiling of inbread Zea mays PHG35xMo17_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984973
PRJNA460106,Gene expression profiling of inbread Zea mays PHG35xMo17_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984974
PRJNA460105,Gene expression profiling of inbread Zea mays PHG35xMo17_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984975
PRJNA460104,Gene expression profiling of inbread Zea mays PHG35xMo17_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984976
PRJNA460103,Gene expression profiling of inbread Zea mays PHG35xB73_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984977
PRJNA460102,Gene expression profiling of inbread Zea mays PHG35xB73_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984978
PRJNA460101,Gene expression profiling of inbread Zea mays PHG35xB73_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984979
PRJNA460100,Gene expression profiling of inbread Zea mays PHG35xB73_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984980
PRJNA460099,Gene expression profiling of inbread Zea mays PHG35xB73_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984981
PRJNA460098,Gene expression profiling of inbread Zea mays PHG29xPH207_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984982
PRJNA460097,Gene expression profiling of inbread Zea mays PHG29xMo17_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984983
PRJNA460096,Gene expression profiling of inbread Zea mays PHG29xB73_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984984
PRJNA460095,Gene expression profiling of inbread Zea mays PHG29xB73_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984985
PRJNA460094,Gene expression profiling of inbread Zea mays PHG29xB73_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984986
PRJNA460093,Gene expression profiling of inbread Zea mays PHG29xB73_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984987
PRJNA460092,Gene expression profiling of inbread Zea mays PHG29xB73_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984988
PRJNA460091,Gene expression profiling of inbread Zea mays PHFA5 transcriptome,Gene expression profiling of Zea mays inbred line,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984989
PRJNA460090,Gene expression profiling of inbread Zea mays PHEW7 transcriptome,Gene expression profiling of Zea mays inbred line,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984990
PRJNA460089,Gene expression profiling of inbread Zea mays PHEM9 transcriptome,Gene expression profiling of Zea mays inbred line,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984991
PRJNA460088,Gene expression profiling of inbread Zea mays PHDD6 transcriptome,Gene expression profiling of Zea mays inbred line,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984992
PRJNA460087,Gene expression profiling of inbread Zea mays PHBA6 transcriptome,Gene expression profiling of Zea mays inbred line,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984993
PRJNA460086,Gene expression profiling of inbread Zea mays PHB47xPH207_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984994
PRJNA460085,Gene expression profiling of inbread Zea mays PHB47xMo17_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984995
PRJNA460084,Gene expression profiling of inbread Zea mays PHB47xMo17_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984996
PRJNA460083,Gene expression profiling of inbread Zea mays PHB47xMo17_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984997
PRJNA460082,Gene expression profiling of inbread Zea mays PHB47xMo17_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984998
PRJNA460081,Gene expression profiling of inbread Zea mays PHB47xMo17_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3984999
PRJNA460080,Gene expression profiling of inbread Zea mays PHB47xB73_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985000
PRJNA460079,Gene expression profiling of inbread Zea mays PHB47xB73_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985001
PRJNA460078,Gene expression profiling of inbread Zea mays PHB47xB73_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985002
PRJNA460077,Gene expression profiling of inbread Zea mays PHB47xB73_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985003
PRJNA460076,Gene expression profiling of inbread Zea mays PHB47xB73_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985004
PRJNA460075,Gene expression profiling of inbread Zea mays PHAA0 transcriptome,Gene expression profiling of Zea mays inbred line,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985005
PRJNA460074,Gene expression profiling of inbread Zea mays PH5HK transcriptome,Gene expression profiling of Zea mays inbred line,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985006
PRJNA460073,Gene expression profiling of inbread Zea mays PH207xMo17_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985007
PRJNA460072,Gene expression profiling of inbread Zea mays PH207xB73_S transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Seedling Shoot,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985008
PRJNA460071,Gene expression profiling of inbread Zea mays PH207xB73_R transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Root,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985009
PRJNA460070,Gene expression profiling of inbread Zea mays PH207xB73_L transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Leaf,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985010
PRJNA460069,Gene expression profiling of inbread Zea mays PH207xB73_I transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Internode,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985011
PRJNA460068,Gene expression profiling of inbread Zea mays PH207xB73_E transcriptome,Gene expression profiling of Zea mays inbred line. Sample collected from Endosperm,2018-05-04,transcriptome,DOE Joint Genome Institute,no,,SUB3985012
